tag,qid_highest,highest_question_viewcount,qid_lowest,lowest_question_viewcount
database-restore,659089,119,929327,27
database-security,674201,116,674201,116
database-sharing,914705,56,914705,56
database-structure,633111,249,877431,87
database-tools,591021,287,591021,287
database-versioning,755704,167,693135,54
database-vs-spreadsheet,582911,53,582911,53
databaseconnection,779917,60,779917,60
databasemetadata,878737,63,878737,63
databasepublishingwizard,723503,61,723503,61
databases,751236,1014,840002,27
databasic,955474,22,955474,22
databind,812353,97,812353,97
databinding,583689,693,949579,11
databound,805015,286,881121,22
databound-controls,875795,36,677015,21
datacolumn,590409,152,590409,152
datacontext,606803,644,947070,21
datacontract,594499,304,742318,39
datacontracts,847096,131,847096,131
datacontractserializer,784562,181,857486,21
datadriven,748532,97,762678,70
datafield,619410,65,619410,65
dataflow,748136,388,880779,68
dataflowtask,879853,64,879853,64
dataform,905008,53,895822,24
dataformat,801317,506,801317,506
dataformwebpart,609943,469,609943,469
datagram,569555,489,911359,40
datagrid,574497,1059,955354,11
datagridcomboboxcolumn,689489,162,689489,162
datagrids,568282,32,727225,27
datagridtemplatecolumn,705024,152,882488,26
datagridvew,735546,13,735546,13
datagridview,592757,969,937919,11
datagridviewcheckboxcell,681046,498,757235,214
datagridviewcombobox,710617,150,865141,82
datagridviewcomboboxcolu,865141,82,865141,82
datahistory,608923,332,608923,332
dataitem,751577,274,751577,274
datalist,732553,457,887960,16
datamapper,762252,79,688916,35
datamember,600637,91,600637,91
datamining,598726,294,885258,32
datamodel,757037,223,928637,21
datanucleus,877949,92,843408,23
dataprovider,763049,94,763049,94
datapump,950670,13,950670,13
datareader,817733,224,958457,30
datarelation,757235,214,840757,66
datarepeater,932301,89,849156,14
datarow,707658,611,837468,22
datarowcollection,845872,106,845872,106
datarowview,843496,82,609723,38
dataservice,591838,97,723530,20
dataset,598669,751,938238,21
datasets,651412,291,826695,29
datasheetview,918190,59,918190,59
datasnap,944648,102,944648,102
datasource,816710,535,887960,16
datasourceview,802975,73,802975,73
dataspecific,577133,175,577133,175
datastorage,756370,62,756370,62
datastore,749522,498,892793,23
datastructures,655308,762,891492,22
datasynchronization,755213,151,755213,151
datatable,583796,662,634780,9
datatableadapters,713322,37,713322,37
datatables,604933,503,739628,57
datatel,786413,102,786413,102
datatemplate,583737,677,927733,15
datatemplates,793926,133,793926,133
datatextfield,861982,54,861982,54
datatrigger,638279,391,833158,27
datatype,685789,264,569245,176
datatypes,638290,1045,936350,26
dataview,602836,768,826944,28
dataviewwebpart,705997,145,705997,145
datawarehouse,645729,213,662249,32
datawarehousing,863407,65,858135,23
date,591752,1372,810012,25
date-arithmetic,643402,308,883615,180
date-calculation,849075,243,849075,243
date-format,809078,171,809078,171
date-manipulation,570837,150,570837,150
date-object,747444,65,747444,65
dateadd,652878,145,652878,145
datechooser,710646,149,710646,149
datecreated,643592,105,643592,105
datediff,676824,891,812047,59
datefield,619268,176,619268,176
datemath,652878,145,652878,145
datepicker,746676,442,960575,19
daterange,598438,188,916508,89
dates,591752,1372,902859,50
datetime,591752,1372,736735,13
datetime-operation,635993,184,771465,56
datetime-select,769249,138,769249,138
datetime2,876886,65,876886,65
datetimepicker,654342,280,908629,33
dateutil,618910,55,879156,53
dateutilûrrule,618910,55,618910,55
dav,673572,143,673572,143
day,935858,61,929440,42
daylight-saving-time,626707,69,751569,65
daylightsavings,588286,607,590608,46
dayofweek,672906,233,929440,42
days,821423,414,649911,161
db,667141,585,948902,24
db-design,759008,112,839425,25
db-optimization,577193,454,577193,454
db-schema,596363,145,596363,145
db2,565003,633,956334,10
db4o,762459,269,910037,37
dba,570840,358,891950,23
dbase,649779,118,872002,46
dbc,654737,105,599000,67
dbconnection,588396,238,683395,58
dbcp,917927,145,917927,145
dbd,570040,72,570040,72
dbdatareader,690299,160,710508,69
dbexpress,702508,177,826044,80
dbf,754436,189,860407,19
dbi,801939,191,827917,47
dbixclass,577190,152,643476,72
dblatex,708102,66,708102,66
dblink,642035,303,872770,51
dblinq,580668,226,760665,48
dbm,710479,79,710479,79
dbmigrate,592444,200,592444,200
dbml,637121,356,927006,22
dbms,650896,72,845360,8
dbnull,601114,316,948675,44
dbo,775213,70,775213,70
dbslayer,853265,44,853265,44
dbtable,753460,204,753460,204
dbunit,581043,493,819467,24
dbus,572283,185,827295,30
dcom,570464,430,912199,20
dcomcnfg,807865,21,807865,21
dcop,896438,27,896438,27
dcu,777602,192,777602,192
dcvs,783906,369,816295,66
dd,636100,76,893639,59
ddd,695440,413,941268,11
ddd-repositories,672836,201,901462,23
dde,571281,166,851438,30
ddl,644496,265,910881,16
ddos,938588,112,938588,112
dds,577125,177,865413,62
dead-code,605977,302,693958,97
deadline,612892,1374,612892,1374
deadlock,661908,675,879758,23
dealloc,725431,136,725431,136
deb,897141,163,909138,20
debate,904955,102,904955,102
debian,831723,792,909138,20
debian-based,663658,194,801871,31
debug,663769,1472,954925,16
debug-symbols,585397,162,582698,36
debugbreak,663449,187,663449,187
debugger,601265,1667,904995,15
debuggers,582698,36,582698,36
debuggervisualizer,888017,39,872878,22
debugging,663144,3436,825447,10
debugging-skills,818442,91,818442,91
debugview,645997,109,645997,109
decal,921551,98,921551,98
decimal,638290,1045,808532,10
decimal-format,647991,204,647991,204
decimal-point,571329,270,697977,120
decimals,714598,81,714598,81
decisions,650750,295,752506,54
decisiontrees,806274,81,631095,52
declaration,589920,832,813810,33
declarations,652779,138,629910,83
declarative,650336,681,763285,57
declare,671925,238,671925,238
declare-statement,937064,38,937064,38
decode,604233,279,944582,22
decoder,851547,142,851547,142
decoding,668494,348,770613,60
decompiling,647116,925,912402,30
decomposition,805527,117,932966,94
decompress,741591,148,680478,29
decompression,574824,318,856663,28
decoration,607155,83,607155,83
decorator,724253,390,934124,29
decorator-chaining,957239,42,957239,42
decorators,830937,131,912630,8
decoupling,662072,334,785132,87
decrypt,658826,538,658826,538
decryption,785016,640,949907,17
dedicated,640469,163,645471,64
dedicated-hosting,856943,38,866468,7
deep,683435,200,683435,200
deep-clone,683435,200,683435,200
deep-copy,647260,712,886926,28
deep-linking,645202,282,898408,27
deepload,770570,110,770570,110
deepzoom,612494,117,833995,20
def,646423,230,779054,47
default,589920,832,907362,32
default-constructor,695372,182,877699,81
default-content-property,661620,163,661620,163
default-document,844191,31,844191,31
default-length,828751,126,828751,126
default-password,740119,101,740119,101
default-programs,587999,32,587999,32
default-value,638540,317,936735,26
defaultmodelbinder,960687,30,960687,30
defaultproxy,629641,291,629641,291
defaultûaspx,686681,166,938049,40
defects,646542,177,646542,177
defensive-programming,869599,418,752859,62
deferrable,837306,98,837306,98
define,671925,238,851452,37
defined,843430,140,921364,35
defines,750801,356,750801,356
definingquery,804014,35,804014,35
definition,671118,834,921948,12
deflate,678547,176,859155,29
deflatestream,574824,318,913202,14
defn,678867,151,678867,151
defragmentation,661862,325,661862,325
degrafa,566066,479,620680,55
degree,646203,597,679758,123
degrees,723487,349,723487,349
del,575278,242,759906,56
delay,613739,201,930798,25
delayed,684406,153,773977,117
delayed-execution,792814,80,919181,30
delegate,718610,262,941701,39
delegatecommand,920172,47,955085,16
delegatecontrol,596674,101,596674,101
delegates,569940,686,854716,27
delegation,832536,165,750095,47
delete,611921,1034,900646,6
delete-method,904001,121,904001,121
delete-overload,639676,588,639676,588
deleteallonsubmit,829203,136,829203,136
deleting,879603,115,879603,115
delicious,899694,36,931843,20
delimited,941837,53,941837,53
delimited-text,653348,490,888256,44
delimiter,605821,198,958260,29
delimitter,657985,43,657985,43
delivery,708566,65,708566,65
delphi,665143,6414,950658,31
delphi-prism,667787,253,668729,39
delphi-units,763862,273,715572,203
delphi1,960158,145,960158,145
delphi2006,584965,288,770809,138
delphi2007,677867,529,953741,53
delphi2009,805475,1058,945354,24
delphi2010,665143,6414,668943,382
delphi5,576968,330,929589,106
delphi7,656701,885,596045,43
delphiûnet,753590,138,753590,138
deltatime,673751,184,673751,184
demand,630967,525,821938,22
demo,653046,141,805786,49
demographics,670761,99,670761,99
demonstration,615208,808,626321,62
demoscene,688356,137,889501,51
dendrogram,717747,333,633959,35
denormalization,793575,165,760568,69
dense-table,942323,87,942323,87
deontology,694330,306,694330,306
dep,570257,63,570257,63
dependecy-properties,888207,24,888207,24
dependencies,614794,706,956910,10
dependency,680694,533,941254,21
dependency-injection,615523,365,847372,16
dependency-management,686188,102,667371,81
dependency-object,614624,71,614624,71
dependency-properties,571981,186,926486,8
dependencyobject,625535,98,831468,30
dependencyproperties,617312,126,754143,53
dependencyproperty,771833,197,687307,64
dependent-name,610245,157,610245,157
deploy,635147,237,953658,18
deployable-content,661057,57,661057,57
deploying,814060,180,814060,180
deployment,646322,862,853285,13
deployment-descriptor,693302,57,693302,57
deployment-project,683255,185,905515,54
deprecated,906599,356,848815,43
deprecation,906599,356,604489,43
deque,913070,49,913980,45
derby,652736,155,845766,14
derivative,627055,345,627055,345
derived,902462,246,851041,114
derived-class,603177,1021,883231,85
derived-table,579060,309,752048,76
des,581559,110,581559,110
description,785735,231,941888,9
description-logics,914175,96,914267,53
descriptor,909064,47,914452,26
deserialisation,607417,196,607417,196
deserialization,576304,414,809529,27
design,615843,1297,949223,11
design-by-contract,584560,161,868291,45
design-decisions,650917,175,752506,54
design-documentation,851884,175,813346,57
design-guidelines,709857,174,709857,174
design-patterns,595469,1380,939700,17
design-principles,745675,420,775965,50
design-surface,589756,102,589756,102
design-time,905788,151,905788,151
design-time-support,594808,109,594808,109
design-tools,675852,40,675852,40
design-view,824230,49,945329,29
designated-initializer,855996,128,743010,108
designer,746673,368,946563,12
designer-files,762528,88,762528,88
designmode,921419,317,741343,49
designpattern,905289,65,815949,36
designtime,767779,180,909587,30
designview,908529,19,908529,19
deskband,870369,85,857563,22
desktop,621440,744,621956,24
desktop-application,655365,519,930508,16
desktop-development,905365,114,858364,37
desktop-integration,682692,95,682692,95
desktop-publishing,874576,1436,874576,1436
desktop-wallpaper,873756,52,873756,52
desktopheap,870247,70,870247,70
despair,625687,495,624181,176
destructor,677653,923,934054,29
destructors,894222,211,838674,134
detach,749522,498,862709,39
detail,641644,99,841270,55
detailsview,590974,1104,945602,13
detect,566139,611,909101,6
detection,584285,1200,918953,39
deterministic,919612,195,571065,126
deterministic-destruction,949177,40,949177,40
detours,802316,164,802316,164
dev,593304,181,761445,66
dev-machine,795724,339,795724,339
devart,888299,54,888299,54
devc++,820751,120,894666,36
devdays,874872,115,892939,62
develop,649411,84,649411,84
developement,698829,126,698829,126
developer,703205,489,879684,19
developer-burnout,912161,134,912161,134
developer-edition,829488,134,829488,134
developer-machine,645218,299,645218,299
developer-skills,583485,175,602327,51
developer-tools,615208,808,852245,51
developerexpress,832578,62,832578,62
developers,575667,225,651459,168
developing,704744,47,704744,47
development,773715,1063,925340,16
development-database,832956,67,832956,67
development-environment,635278,1863,958422,27
development-machine,816070,161,816070,161
development-practice,678613,107,678613,107
development-process,931664,115,865832,34
development-tools,736957,230,736957,230
devexpress,624371,520,805971,35
device,624154,365,825222,27
device-driver,683701,411,909181,26
device-emulation,885476,29,885476,29
device-management,709750,16,709750,16
device-manager,843504,42,843504,42
device-register,775373,40,775373,40
devicecontrols,732006,169,732006,169
devices,771205,90,619637,67
devtodo,656101,49,656101,49
devtools,580249,187,813900,20
devxpress,651264,99,651264,99
dfa,787134,131,726105,45
dfm,842879,224,839076,133
dfs,797428,45,797428,45
dhcp,635058,157,893887,31
dheapmon,870247,70,870247,70
dht,804034,228,893158,23
dhtml,579463,606,934120,27
di,644747,93,946110,42
diacritics,843752,40,814491,31
diagnostic,648410,215,648410,215
diagnostics,576456,465,907529,26
diagram,674911,569,924859,25
diagramming,636175,352,749172,35
diagrams,743507,423,858026,54
dial-up,722805,184,839236,29
dialing,903961,86,903961,86
dialog,696220,651,932420,21
dialogbasedapp,688337,150,688337,150
dialogs,598821,73,950763,17
diamond,616380,496,616380,496
diamond-operator,735134,359,735134,359
dicom,662591,173,919095,53
dict,644178,180,863446,74
dictionaries,885625,111,885625,111
dictionary,676880,1561,891492,22
die,892222,176,682358,84
diff,792910,519,939916,5
difference,582278,1541,712727,24
different,646456,163,783820,66
difficult,589015,1046,589015,1046
difficulties,708775,224,708775,224
diffmerge,780425,223,780425,223
difftools,595885,220,595885,220
diffusematerial,697120,105,697120,105
diffview,749297,357,749297,357
dig,706077,66,706077,66
digest,594323,430,604792,115
digest-authorisation,836093,42,836093,42
digg,754519,521,959733,34
digital,792708,364,812097,27
digital-certificate,652206,160,938920,24
digital-design,781477,101,781477,101
digital-logic,692083,131,692083,131
digital-processing,812097,27,812097,27
digital-signal-processing,947362,62,947362,62
digital-signature,745779,188,949907,17
digitally,935010,38,935010,38
digits,817122,212,817122,212
digraphs,873126,144,730117,121
dijit,612642,84,816825,25
dijkstra,933656,222,876623,132
dimensional,910400,102,910400,102
dimensional-modeling,763621,134,763621,134
