Tag,qid_highest,Highest_Question_Rating,qid_lowest,Lowest_Question_Rating
database-administration,898255,2,717097,0
database-agnostic,650182,12,824931,0
database-backups,790055,1,849678,0
database-cloning,947006,1,947006,1
database-connection,960581,6,823140,-2
database-connections,895117,2,895117,2
database-connectivity,851492,0,851492,0
database-design,621884,63,828803,-3
database-driven,825257,2,825257,2
database-edition,700420,3,839050,0
database-events,753656,0,753656,0
database-indexes,804258,5,682762,2
database-indexing,687986,0,687986,0
database-installation,582696,1,582696,1
database-layer,906076,2,906076,2
database-link,698701,2,698701,2
database-mapping-software,625387,1,625387,1
database-migration,765891,4,565426,0
database-modeling,580383,6,960603,2
database-permissions,712841,1,608923,0
database-project,650602,5,835064,0
database-queries,696289,5,609343,0
database-restore,926521,4,720003,0
database-security,674201,0,674201,0
database-sharing,914705,0,914705,0
database-structure,633111,2,633111,2
database-tools,591021,0,591021,0
database-versioning,607813,4,693135,0
database-vs-spreadsheet,582911,1,582911,1
databaseconnection,779917,0,779917,0
databasemetadata,878737,1,878737,1
databasepublishingwizard,723503,0,723503,0
databases,723998,8,762324,0
databasic,955474,1,955474,1
databind,812353,0,812353,0
databinding,583689,7,594610,-1
databound,805015,1,602509,-4
databound-controls,677015,0,677015,0
datacolumn,590409,0,590409,0
datacontext,898363,5,603568,0
datacontract,594499,3,591907,0
datacontracts,847096,4,847096,4
datacontractserializer,790861,3,639462,0
datadriven,748532,1,748532,1
datafield,619410,1,619410,1
dataflow,574203,0,574203,0
dataflowtask,879853,0,879853,0
dataform,895822,0,895822,0
dataformat,801317,14,801317,14
dataformwebpart,609943,1,609943,1
datagram,707351,2,569555,0
datagrid,633919,4,691964,-1
datagridcomboboxcolumn,689489,0,689489,0
datagrids,727225,1,568282,0
datagridtemplatecolumn,705024,1,746069,0
datagridvew,735546,0,735546,0
datagridview,778963,4,871809,-1
datagridviewcheckboxcell,681046,1,757235,0
datagridviewcombobox,605514,0,605514,0
datagridviewcomboboxcolu,865141,0,865141,0
datahistory,608923,0,608923,0
dataitem,751577,0,751577,0
datalist,648329,1,564220,0
datamapper,688916,0,688916,0
datamember,600637,0,600637,0
datamining,598726,10,811601,0
datamodel,757037,7,889254,0
datanucleus,821497,1,843408,-2
dataprovider,763049,0,763049,0
datapump,950670,0,950670,0
datareader,817733,2,601977,0
datarelation,717904,0,717904,0
datarepeater,926619,2,639732,0
datarow,648819,1,586244,0
datarowcollection,845872,1,845872,1
datarowview,609723,0,609723,0
dataservice,591838,3,704143,0
dataset,913228,9,673616,-1
datasets,651412,3,569056,0
datasheetview,918190,0,918190,0
datasnap,944648,1,944648,1
datasource,675518,4,600971,0
datasourceview,802975,1,802975,1
dataspecific,577133,4,577133,4
datastorage,756370,1,756370,1
datastore,598605,4,649284,0
datastructures,604988,7,602459,-7
datasynchronization,755213,0,755213,0
datatable,913228,9,681586,-1
datatableadapters,713322,0,713322,0
datatables,739628,1,604933,0
datatel,786413,0,786413,0
datatemplate,699881,5,571705,0
datatemplates,793926,0,793926,0
datatextfield,861982,0,861982,0
datatrigger,631098,2,595659,0
datatype,569245,2,685789,0
datatypes,803225,17,618204,-4
dataview,675338,3,602836,0
dataviewwebpart,705997,0,705997,0
datawarehouse,721169,1,645729,0
datawarehousing,771154,0,771154,0
date,675556,8,924851,-3
date-arithmetic,643402,2,883615,0
date-calculation,849075,2,849075,2
date-format,809078,1,809078,1
date-manipulation,570837,0,570837,0
date-object,747444,0,747444,0
dateadd,652878,0,652878,0
datechooser,710646,0,710646,0
datecreated,643592,1,643592,1
datediff,593898,2,689819,0
datefield,619268,1,619268,1
datemath,652878,0,652878,0
datepicker,654342,8,623194,0
daterange,916508,3,598438,1
dates,747954,4,613337,-1
datetime,877366,9,601791,-2
datetime-operation,635993,1,771465,0
datetime-select,769249,0,769249,0
datetime2,876886,0,876886,0
datetimepicker,654342,8,572704,0
dateutil,618910,1,879156,0
dateutilûrrule,618910,1,618910,1
dav,673572,1,673572,1
day,929440,1,929440,1
daylight-saving-time,751569,1,626707,0
daylightsavings,678445,4,590608,0
dayofweek,951924,4,672906,-1
days,649911,4,821423,1
db,667141,16,576882,0
db-design,759008,2,839425,0
db-optimization,577193,5,577193,5
db-schema,596363,1,596363,1
db2,625055,3,862551,-1
db4o,715382,3,689732,0
dba,856012,12,570650,0
dbase,649779,0,649779,0
dbc,599000,2,606000,0
dbconnection,683395,1,588396,0
dbcp,917927,4,917927,4
dbd,570040,-1,570040,-1
dbdatareader,690299,0,690299,0
dbexpress,702508,2,826044,0
dbf,698334,4,637334,0
dbi,730151,2,620319,0
dbixclass,577190,3,643476,1
dblatex,708102,0,708102,0
dblink,642035,0,642035,0
dblinq,580668,0,580668,0
dbm,710479,0,710479,0
dbmigrate,592444,3,592444,3
dbml,782186,1,628221,0
dbms,650896,2,570474,0
dbnull,948675,2,594176,0
dbo,775213,0,775213,0
dbslayer,853265,0,853265,0
dbtable,753460,2,753460,2
dbunit,563531,0,563531,0
dbus,572283,2,813700,0
dcom,900123,3,799316,0
dcomcnfg,807865,0,807865,0
dcop,896438,1,896438,1
dcu,777602,3,777602,3
dcvs,783906,3,816295,0
dd,636100,1,636100,1
ddd,575977,9,566854,0
ddd-repositories,672836,4,901462,0
dde,621751,1,571281,0
ddl,779479,2,580817,0
ddos,938588,-4,938588,-4
dds,577125,0,577125,0
dead-code,605977,6,693958,2
deadline,612892,22,612892,22
deadlock,894037,6,663489,0
dealloc,725431,4,725431,4
deb,897141,3,909138,0
debate,904955,1,904955,1
debian,647872,3,593911,-1
debian-based,663658,1,801871,0
debug,669105,6,582924,0
debug-symbols,701178,1,582698,0
debugbreak,663449,2,663449,2
debugger,601265,10,947370,-1
debuggers,582698,0,582698,0
debuggervisualizer,888017,2,872878,0
debugging,602138,47,605740,-7
debugging-skills,818442,4,818442,4
debugview,645997,1,645997,1
decal,921551,2,921551,2
decimal,745591,13,652428,0
decimal-format,647991,0,647991,0
decimal-point,932263,3,697977,0
decimals,714598,0,714598,0
decisions,650750,3,752506,1
decisiontrees,806274,1,631095,0
declaration,785686,9,821794,-1
declarations,652779,2,629910,1
declarative,761237,11,650336,0
declare,671925,3,671925,3
declare-statement,937064,0,937064,0
decode,667831,3,775365,0
decoder,851547,-2,851547,-2
decoding,867211,4,668494,1
decompiling,638491,4,789310,0
decomposition,805527,1,805527,1
decompress,741591,1,680478,0
decompression,822119,4,574824,0
decoration,607155,0,607155,0
decorator,894779,14,701209,0
decorator-chaining,957239,0,957239,0
decorators,830937,3,912630,0
decoupling,601721,2,880652,0
decrypt,658826,0,658826,0
decryption,785016,7,578679,0
dedicated,640469,2,645471,0
dedicated-hosting,856943,0,856943,0
deep,683435,2,683435,2
deep-clone,683435,2,683435,2
deep-copy,894814,4,838642,0
deep-linking,587848,1,654253,0
deepload,770570,0,770570,0
deepzoom,901225,4,612494,0
def,622785,6,779054,1
default,624057,4,721485,-1
default-constructor,877699,5,695372,0
default-content-property,661620,1,661620,1
default-document,844191,0,844191,0
default-length,828751,1,828751,1
default-password,740119,0,740119,0
default-programs,587999,0,587999,0
default-value,753755,3,713643,0
defaultmodelbinder,960687,1,960687,1
defaultproxy,629641,0,629641,0
defaultûaspx,686681,1,938049,0
defects,646542,1,646542,1
defensive-programming,869599,6,641692,0
deferrable,837306,1,837306,1
define,789073,4,726002,0
defined,843430,2,867691,1
defines,750801,7,750801,7
definingquery,804014,0,804014,0
definition,671118,24,615749,0
deflate,883841,7,762614,0
deflatestream,574824,0,574824,0
defn,678867,4,678867,4
defragmentation,661862,11,661862,11
degrafa,566066,0,566066,0
degree,949467,9,679758,-2
degrees,723487,3,723487,3
del,575278,6,759906,0
delay,566513,4,613739,0
delayed,684406,2,684406,2
delayed-execution,792814,1,919181,0
delegate,779021,4,641373,0
delegatecommand,920172,1,924978,0
delegatecontrol,596674,2,596674,2
delegates,840715,7,914665,-1
delegation,890234,2,750095,0
delete,812512,22,580231,0
delete-method,904001,2,904001,2
delete-overload,639676,1,639676,1
deleteallonsubmit,829203,0,829203,0
deleting,879603,1,879603,1
delicious,899694,0,899694,0
delimited,941837,1,941837,1
delimited-text,815782,4,642604,0
delimiter,755028,2,605821,0
delimitter,657985,2,657985,2
delivery,708566,1,708566,1
delphi,665143,31,785898,-3
delphi-prism,917418,3,656788,0
delphi-units,763862,5,692173,0
delphi1,960158,3,960158,3
delphi2006,843387,6,610066,0
delphi2007,755044,6,597196,0
delphi2009,805475,7,763356,-1
delphi2010,665143,31,668943,1
delphi5,676425,2,828935,0
delphi7,698536,6,596045,0
delphiûnet,753590,1,753590,1
deltatime,673751,0,673751,0
demand,821938,0,630967,-3
demo,669408,3,653046,1
demographics,670761,0,670761,0
demonstration,611377,11,615208,0
demoscene,859082,2,688356,0
dendrogram,717747,7,633959,1
denormalization,609225,2,732400,0
dense-table,942323,1,942323,1
deontology,694330,5,694330,5
dep,570257,-1,570257,-1
dependecy-properties,888207,0,888207,0
dependencies,614794,19,585977,0
dependency,681243,3,692506,-1
dependency-injection,871405,8,592149,0
dependency-management,667371,1,686188,0
dependency-object,614624,2,614624,2
dependency-properties,795184,3,571981,0
dependencyobject,865002,4,625535,1
dependencyproperties,617312,2,589170,0
dependencyproperty,687307,1,771833,0
dependent-name,610245,1,610245,1
deploy,744860,2,631837,0
deployable-content,661057,0,661057,0
deploying,814060,2,814060,2
deployment,574068,16,635077,-1
deployment-descriptor,693302,0,693302,0
deployment-project,683255,0,683255,0
deprecated,906599,6,848815,0
deprecation,906599,6,604489,0
deque,913070,2,913980,1
derby,728626,3,585620,0
derivative,627055,4,627055,4
derived,762797,2,902462,-2
derived-class,801940,4,603177,0
derived-table,752048,1,579060,0
des,581559,-1,581559,-1
description,785735,3,771919,0
description-logics,914175,1,914267,-1
descriptor,909064,1,909189,0
deserialisation,607417,2,607417,2
deserialization,608110,2,581670,0
design,750112,30,631062,-5
design-by-contract,584560,3,654737,0
design-decisions,650917,2,852001,0
design-documentation,851884,5,813346,2
design-guidelines,709857,2,709857,2
design-patterns,582715,23,693370,-2
design-principles,745675,7,917208,1
design-surface,589756,0,589756,0
design-time,905788,4,905788,4
design-time-support,594808,1,594808,1
design-tools,675852,0,675852,0
design-view,824230,0,824230,0
designated-initializer,743010,1,743010,1
designer,695263,3,959907,-1
designer-files,762528,1,762528,1
designmode,921419,4,741343,0
designpattern,905289,3,815949,0
designtime,909587,2,767779,1
designview,908529,0,908529,0
deskband,857563,0,857563,0
desktop,889902,8,712820,-4
desktop-application,567996,7,662121,0
desktop-development,777312,1,777312,1
desktop-integration,682692,1,682692,1
desktop-publishing,874576,28,874576,28
desktop-wallpaper,873756,0,873756,0
desktopheap,870247,3,870247,3
despair,625687,1,624181,0
destructor,631783,8,934054,0
destructors,894222,3,838674,2
detach,912659,4,862709,0
detail,641644,2,841270,0
detailsview,901273,2,873588,-1
detect,566139,7,654105,0
detection,584285,2,720826,0
deterministic,571065,2,960355,0
deterministic-destruction,949177,2,949177,2
detours,802316,1,802316,1
dev,593304,0,593304,0
dev-machine,795724,5,795724,5
devart,888299,0,888299,0
devc++,820751,1,851809,0
devdays,892939,3,946728,0
develop,649411,1,649411,1
developement,698829,2,698829,2
developer,703205,15,571865,0
developer-burnout,912161,3,912161,3
developer-edition,829488,0,829488,0
developer-machine,645218,4,645218,4
developer-skills,583485,3,602327,0
developer-tools,648608,2,615208,0
developerexpress,832578,2,832578,2
developers,927031,3,651459,-15
developing,704744,0,704744,0
development,773715,15,758832,-5
development-database,832956,2,832956,2
development-environment,756063,19,585924,0
development-machine,816070,0,816070,0
development-practice,678613,3,678613,3
development-process,931664,5,865832,0
development-tools,736957,4,736957,4
devexpress,751713,2,569162,0
device,624154,3,632143,0
device-driver,608607,3,633572,0
device-emulation,885476,1,885476,1
device-management,709750,0,709750,0
device-manager,843504,0,843504,0
device-register,775373,0,775373,0
devicecontrols,732006,2,732006,2
devices,771205,2,619637,1
devtodo,656101,0,656101,0
devtools,580249,4,617746,0
devxpress,651264,0,651264,0
dfa,787134,3,726105,1
dfm,842879,4,839076,3
dfs,797428,1,797428,1
dhcp,635058,2,595134,0
dheapmon,870247,3,870247,3
dht,804034,11,893158,0
dhtml,579463,6,867016,-3
di,868329,2,644747,0
diacritics,814491,0,814491,0
diagnostic,648410,1,648410,1
diagnostics,738192,5,628229,0
diagram,634964,8,814721,-1
diagramming,636175,5,749172,0
diagrams,909346,4,858026,0
dial-up,753750,4,745721,0
dialing,903961,3,903961,3
dialog,758906,6,867018,-3
dialogbasedapp,688337,2,688337,2
dialogs,598821,0,598821,0
diamond,616380,1,616380,1
diamond-operator,735134,1,735134,1
dicom,662591,1,716673,0
dict,715234,3,644178,0
dictionaries,885625,0,885625,0
dictionary,568148,8,621062,-3
die,683672,4,892222,-5
diff,749297,14,587442,-1
difference,591725,5,883307,-1
different,788854,2,646456,0
difficult,589015,12,589015,12
difficulties,708775,2,708775,2
diffmerge,780425,1,780425,1
difftools,595885,0,595885,0
diffusematerial,697120,0,697120,0
diffview,749297,14,749297,14
dig,706077,0,706077,0
digest,599048,2,594323,0
digest-authorisation,836093,0,836093,0
digg,736730,3,914379,-2
digital,792708,6,729195,1
digital-certificate,592890,2,667017,0
digital-design,781477,0,781477,0
digital-logic,692083,3,692083,3
digital-processing,812097,1,812097,1
digital-signal-processing,947362,1,947362,1
digital-signature,710805,2,745779,0
digitally,935010,1,935010,1
digits,817122,0,817122,0
digraphs,730117,3,873126,1
dijit,612642,0,612642,0
dijkstra,933656,2,844881,1
dimensional,910400,0,910400,0
dimensional-modeling,763621,0,763621,0
dimensions,672993,1,783216,0
dining-philosopher,604667,1,861367,0
diophantine,623435,6,623435,6
diplomacy,858914,2,858914,2
direct-web-remoting,877090,0,877090,0
direct2d,827298,0,827298,0
direct3d,916663,4,674367,-1
direct3d10,653787,2,653787,2
directed-graph,589900,14,812787,0
directed-identity,673531,1,673531,1
direction,572001,3,573918,1
directive,730587,1,661882,0
director,565879,3,936162,0
directories,614229,4,771564,0
directory,617414,6,721485,-1
directory-listing,609207,1,734827,-1
directory-structure,671260,2,708421,0
directory-traversal,847306,3,611520,2
directory-walk,686147,2,925056,1
directoryinfo,719020,3,729999,0
directoryservices,898726,3,636569,0
directshow,798463,3,938860,-1
directshowûnet,857546,1,833724,0
directsound,612154,1,612154,1
directvideo,817216,4,817216,4
directx,578705,8,572769,-1
directx10,842068,2,842068,2
dirtyread,834712,0,834712,0
disable,603178,2,633452,0
disable-caching,903309,1,903309,1
disable-processor,938252,1,938252,1
disabled,745613,2,704270,0
disassembler,924303,2,924303,2
disassembling,688241,2,759462,0
disassembly,764329,3,590863,1
disaster-recovery,813556,3,584447,0
disc,576372,4,629061,0
discipline,585309,7,585309,7
disclosure,841270,0,841270,0
disconnect,947267,4,588876,0
disconnected,664154,1,664154,1
disconnection,950156,0,950156,0
discovery,604094,9,647816,3
discrete-mathematics,573670,7,632429,0
discrete-structures,748844,2,748844,2
discussion,564756,102,637607,-3
discussionboard,747258,1,747258,1
disjoint-union,801757,2,952246,0
disk,740710,3,609656,0
disk-access,669389,2,669389,2
diskimage,783523,0,783523,0
diskimagecreation,948099,0,948099,0
disks,733658,0,733658,0
diskspace,751157,2,746789,-1
disown,824300,0,824300,0
disparity-mapping,840894,1,840894,1
dispatch-event,776457,0,776457,0
dispatcher,673114,5,728067,0
dispatchevent,850542,0,850542,0
display,749091,4,821193,-1
display-object,778218,4,778218,4
display-picture,768510,3,768510,3
displayspecifications,746119,0,746119,0
displaytag,793018,4,590894,0
dispose,661815,18,720644,-1
disposing,795518,0,795518,0
distance,838344,5,563510,0
distinct,716552,3,607027,0
distortion,951378,0,951378,0
distractions,586769,-1,586769,-1
distribute,646010,0,646010,0
distributed,804034,11,607382,0
distributed-algorithms,926010,2,926010,2
distributed-cache,689041,1,759951,0
distributed-caching,708685,2,735033,0
distributed-computing,581999,2,711543,0
distributed-system,564223,2,564223,2
distributed-transactions,643862,1,772493,0
distributed-vcs,813663,4,813663,4
distributedtransactions,869577,0,869577,0
distribution,598299,8,629057,0
distro,610714,5,617514,1
distutils,631813,4,697219,0
div,907313,4,743886,-1
div-layouts,888908,3,578154,0
divide-and-conquer,780491,1,780491,1
divide-by-zero,702895,1,702895,1
dividebyzero,639283,2,580364,0
division,938038,7,675083,-7
divison,767351,-2,767351,-2
divisors,877000,0,877000,0
divs,958472,2,569490,0
django,886221,21,594259,-4
django-admin,774216,3,662395,-2
django-apps,818861,2,588342,1
django-authentication,821870,3,624043,0
django-cache,631903,1,631903,1
django-comments,896532,-2,896532,-2
django-contrib-formtools,628132,1,628132,1
django-custom-tag,594259,-4,594259,-4
django-fields,609563,1,692441,0
django-flatpages,795893,2,617860,0
django-forms,660929,3,909217,-1
django-imagefield,680770,1,680770,1
django-managers,809210,2,609563,1
