Tag,aid_highest,Highest_Answer_Rating,aid_lowest,Lowest_Answer_Rating
focus,594620,15,670033,-1
focusmanager,673569,1,702821,0
focusrect,875088,1,874890,0
focusvisualstyle,674243,3,913044,0
fogbugz,870563,14,870557,-3
fogbugz-on-demand,619302,1,652989,0
fold,762369,4,762492,0
foldable,766115,3,766115,3
folder,755611,8,927912,-2
folder-security,946166,0,946166,0
folder-tree,939060,0,939060,0
folderbrowserdialog,778447,2,778406,0
folders,601260,6,575708,0
folding,833218,15,950854,-3
folding-mode,641113,2,641773,0
foldpanelbar,825685,0,825685,0
foldr,842484,6,842215,-2
folds,758996,3,759060,1
follow,564214,0,564214,0
followup,764904,1,764901,0
font,921785,9,776869,-1
font-setting,717307,1,878821,0
font-size,734935,4,734830,0
fonts,929544,13,640967,-1
fontsize,819106,5,890159,-1
foobar,934739,12,934753,0
footer,867599,16,688792,0
footnotes,783751,3,783751,3
footprint,795318,10,704643,0
fop,950646,2,684776,0
fopen,694520,6,628673,0
for,603651,7,603666,-1
for-attribute,682060,1,682060,1
for-each,662868,14,769519,-2
for-loop,866034,19,564240,-3
for-loops,847908,59,847887,-5
for-xml,644525,0,644525,0
force,730879,1,730870,0
force-based-algorithm,750479,7,753275,2
forced-kill,679235,5,679235,5
foreach,585659,17,832184,-4
foreach-loop,589447,20,589659,0
foreground,946570,5,851794,0
foreign,583343,1,583405,0
foreign-key,928444,6,937841,0
foreign-key-relationship,922341,4,654493,0
foreign-keys,655460,15,588850,0
foreign-langauge,817506,8,815357,0
foreignkey,881874,2,872747,0
foreignkeys,599165,6,599175,0
forensics,867608,3,867646,0
forgetfulness,739211,2,739133,1
forgot-password,613627,11,613690,0
fork,690023,11,865993,-1
forking,601689,2,871503,-4
forloop,919016,0,919016,0
form,854212,27,854221,-3
form-builder,595724,0,595724,0
form-designer,936882,1,937233,0
form-elements,832928,2,832915,0
form-fields,899813,4,899802,0
form-for,843835,4,789245,0
form-helpers,797578,1,797578,1
form-post,876274,4,699758,0
form-resize,749945,1,749898,0
form-submission,762969,4,762881,0
form-submit,795153,5,565001,0
form-validation,651005,8,569085,0
form-variables,846025,14,846024,0
formal-methods,832601,2,615832,0
formal-verification,735616,1,735853,0
format,619408,9,792734,-2
format-patch,708291,2,773974,0
format-string,764998,5,765469,1
formatexception,943622,0,943622,0
formating,931701,13,630490,0
formatmessage,845169,1,607412,0
formatter,873313,2,602218,0
formatting,608201,35,574935,-2
formatting-output,907012,0,907012,0
formbuilder,934288,1,933523,0
formdesigner,933109,5,905636,0
formfield,707241,0,707241,0
formmail,565194,2,583512,0
forms,846025,14,679023,-9
forms-authentication,642968,6,563558,0
formsauth,936897,2,936756,0
formsauthentication,885325,3,660351,0
formservices,677604,0,677604,0
formset,735593,5,865694,0
formsof,948709,0,948709,0
formula,939455,5,807887,0
formview,807221,2,634948,0
formview+mode,931309,0,931309,0
fortran,640165,9,925429,-12
fortran77,746999,4,583788,0
fortress,795048,4,795028,1
forum,842061,7,776261,-2
forums,657370,5,657126,0
forward,621362,12,720070,0
forward-declaration,804902,8,631963,-2
forward-indexing,795716,3,795545,1
forward-reference,932597,5,696593,1
forward-slash,942756,11,942791,0
forwarding,843401,3,616069,0
forwardslashes,573496,13,573433,4
foss,569224,48,569412,0
foundation,897925,5,846579,0
fourier,744622,3,668633,0
fowler,692244,11,763328,0
foxit,626654,1,626654,1
foxpro,754854,3,673148,0
fpc,694339,1,694339,1
fpdf,861863,1,862034,-1
fpga,700453,2,579008,0
fprintf,594869,8,595169,0
fps,771218,11,662354,1
fpu,644782,4,574882,0
fqdn,804719,5,879809,1
fractal,932498,3,932498,3
fraction,585310,1,585269,0
fractions,799876,7,724944,0
fragment,720709,2,713273,0
fragmentation,695363,6,649222,0
frame,626939,4,924954,0
framerate,794526,5,571908,0
frames,691142,4,629378,0
frameset,648073,3,704574,0
frameset-iframe,733620,3,733803,0
framework,799035,14,740461,-4
framework-installation,719451,6,719535,1
frameworks,750130,35,762946,-7
fraud-prevention,716457,2,716430,0
fread,786586,5,786696,0
free,666748,30,663854,-10
free-software,716608,2,664080,-1
freebase,678666,3,588773,1
freebsd,602054,4,855269,-1
freeform,853501,3,853320,0
freelance,945976,24,880376,-2
freelancer,724590,30,624236,0
freemarker,728578,2,816919,0
freepascal,750972,10,815516,0
freetext,949243,0,949243,0
freetextbox,649160,0,649160,0
freetexttable,949243,0,949243,0
freetype,766768,3,807135,0
freetype2,775897,1,775897,1
freeware,641830,1,641828,0
freezable,802094,6,802394,0
freeze,799426,10,652663,0
freq,952918,0,952918,0
frequency,893459,11,742137,-3
friend,577442,14,577431,-1
friendfeed,901819,0,901819,0
friendly,812578,7,818841,-2
friendly-url,644611,9,824609,-1
friendship,597859,12,597860,6
from,646373,3,578504,0
fromkeys,654686,10,654726,1
front-controller,822565,4,590574,0
front-end,906444,1,906444,1
frontend,915239,7,638754,0
frontpage,763850,5,763981,0
frustration,787930,3,642971,2
fs,902638,3,904140,0
fseek,780417,3,605264,0
fsi,791779,2,791773,0
fsm,721407,2,726085,0
fsockopen,725147,1,817002,0
fstream,937036,12,622992,0
fsyacc,948657,1,948657,1
fsync,676795,2,677274,1
ftp,808447,10,736395,-3
ftplib,714991,2,670567,0
ftpwebrequest,876725,2,876810,0
fts,777232,1,922072,0
fubumvc,710835,1,709421,0
fuel,878532,1,877955,0
full,855155,1,850140,0
full-disclosure,694470,11,694334,1
full-screen,616835,1,616670,0
full-text,764820,3,686907,0
full-text-catalog,568746,1,568746,1
full-text-indexing,607006,1,607006,1
full-text-search,577655,8,577642,-1
full-trust,655121,1,655046,0
fullscreen,620399,10,601622,0
fulltext,738896,4,854258,-1
fulltrust,682327,3,682328,0
fun,686228,181,686613,-4
func,878689,16,812906,0
func-delegate,615314,4,615316,1
function,598150,23,599657,-4
function-calls,691274,9,626155,0
function-disassembly,907012,0,907012,0
function-handle,938841,4,938830,0
function-object,633424,4,633416,1
function-overloading,696328,8,696342,2
function-parameter,937275,8,937292,-2
function-pointers,597299,22,597307,-2
functional,915198,13,837610,-1
functional-decomposition,947888,9,951166,1
functional-java,766899,1,766783,0
functional-programming,644276,45,775827,-4
functional-testing,793084,4,804964,-2
functional-tests,927911,2,928669,0
functionality,675346,7,675436,-1
functionpointer,874320,2,874384,1
functions,588504,19,958053,-4
functor,942209,11,841869,-1
functors,825092,6,825186,1
fundamentals,815420,12,767030,0
furnace,780912,1,780912,1
fuse,713549,2,640416,0
fusebox,779805,3,680794,0
fusion,690441,1,879107,-1
future,624370,25,631037,-6
future-development,578284,12,696312,-3
future-programming,752715,4,752725,0
future-proof,823648,7,823743,-1
futures,883689,2,883689,2
futuretask,883689,2,883689,2
fuzzy,822132,5,595273,0
fuzzy-comparison,682398,13,769052,1
fuzzy-logic,609068,1,609068,1
fuzzy-search,834656,2,581535,0
fwrite,611110,8,730877,-2
fxcop,742117,13,644053,0
g++,766819,16,871965,-2
g1,902653,6,698906,0
g11n,754557,4,754532,0
ga,927130,4,929224,0
gac,827008,7,656168,-2
gacutil,679141,3,885269,-1
gadget,620102,11,620129,-2
gadgets,902881,1,902886,0
gaia,731601,1,748194,0
gallery,760802,2,760990,0
gallery2,597518,4,612201,-1
gallio,826194,7,691220,0
game,580426,19,580809,-3
game-ai,741907,1,761251,0
game-design,755026,12,580115,0
game-development,910340,128,873582,-7
game-engine,678985,5,679872,0
game-loop,811961,8,812021,1
gameloop,620110,4,620069,0
games,804349,18,809063,-2
gamesserver,681252,1,681252,1
gaming,706848,4,705175,0
gang-of-four,605094,4,605132,1
gant,678569,1,850178,0
gantt,777047,3,684616,0
gantt-chart,629477,0,629477,0
ganymede,838812,3,580879,0
garbage-collection,590635,21,565205,-2
gas,718173,2,718173,2
gateway,712179,3,668676,0
gathering-requirements,802670,4,802561,0
gaussian,933625,2,933583,0
gawk,612937,6,568645,0
gax,713604,1,713604,1
gb,856329,0,856329,0
gba,912783,0,912783,0
gc,792779,8,792672,0
gcc,950999,26,875811,-5
gcc-warning,788756,11,742151,-1
gchart,790476,0,790476,0
gcov,566891,3,567213,-1
gd,946381,5,563374,0
gd-graph,714625,2,714587,0
gd2,775897,1,775897,1
gdata,709992,1,717283,-1
gdata-api,594040,1,717283,-1
gdb,614555,8,607649,0
gdbm,695552,3,695460,1
gdi,925654,4,569935,0
gdi+,910916,16,696058,-1
gdk,684097,8,929000,0
gdocs,848199,0,848199,0
gdr,796069,0,849306,-1
gear,584305,0,584305,0
gears,825603,1,825603,1
geben,581504,0,581504,0
gecko,566280,2,749656,-1
gedcom,855947,3,839902,0
gedit,817098,3,697784,0
geek,682139,8,631093,1
geekdom,631093,1,631093,1
gef,652597,0,652597,0
gem,757931,5,684076,0
gemini,948572,0,948572,0
gems,580504,5,771684,0
gemstone,808457,2,808457,2
genealogy,806050,3,621247,-1
general,802754,18,617310,-1
general-development,678275,4,678298,1
general-education,580428,13,580461,0
general-programming,826771,11,576212,0
generalist,661100,3,661132,0
generate,884675,4,565482,0
generatedcode,795185,2,795093,1
generation,817892,11,818040,-1
generative-art,666842,3,666958,0
generator,703534,12,603666,-1
generator-expression,648724,4,648723,0
generators,571928,10,580204,-1
generic,646584,13,599357,-3
generic-list,605218,10,584318,0
generic-method,747587,5,747688,0
generic-permissions,617781,2,597202,1
generic-programming,895241,11,736517,0
generic-type-argument,856687,5,856689,1
genericprincipal,955153,0,955153,0
generics,622266,28,699449,-2
genericûxaml,690306,2,728016,0
genesys,700425,0,700425,0
genetic-algorithms,710895,6,744787,-1
genetic-programming,687441,3,624801,0
geneva-framework,919870,2,843605,0
genome,687441,3,745053,1
genshi,812704,1,812704,1
genuinechannels,862887,1,862887,1
geo,625080,1,625100,0
geo-algorithm,695088,1,701934,0
geo-fencing,924179,4,924197,0
geocoder,684216,2,688236,1
geocoding,843570,3,795787,0
geodjango,612487,1,612487,1
geography,592547,6,831795,-1
geolocation,796994,7,834364,-3
geometry,910916,16,646812,-2
geos,784273,1,784273,1
geoserver,645139,2,787171,0
geospatial,677090,9,787171,0
geotagging,942124,1,919654,0
german,810020,3,568667,0
geronimo,600587,1,600587,1
gesture,649182,2,649179,0
gesture-recognition,663644,5,668727,0
gestures,891851,1,891994,0
get,705789,11,789850,-2
get-childitem,790895,3,790925,2
get-host,676472,1,676802,0
get-http-client-info,858342,3,858326,0
getccnetconfigfiles,634942,2,634922,0
getch,905101,2,905066,0
getchar,671662,4,671662,4
getconstructor,812682,2,812682,2
getdibits,603885,0,603885,0
getdirectories,810633,0,810633,0
getdrivetype,623256,4,623257,1
getelementbyid,617462,11,661712,-1
getenv,631728,8,631696,2
getfiles,810633,0,810633,0
gethashcode,935753,8,720195,0
gethostbyname,859419,2,859424,0
getjson,573044,3,573003,0
getline,727907,3,735137,0
getmanifestresourcestream,578769,2,578769,2
getmessage,623381,2,622691,0
getmodulefilename,805831,3,806173,2
getobjectdata,606610,2,606601,1
getopt,921121,14,890404,0
getopt-long,617364,6,617401,2
getopts,858949,2,858949,2
getpid,796117,2,796131,0
getpixel,956732,1,956732,1
getproperties,909789,2,906346,0
getselection,700856,1,675019,0
getstring,864274,1,864303,0
getter,847915,11,629198,0
getters,565117,21,565124,0
gettext,754513,3,637416,0
gettickcount,788970,10,756525,0
gettime,670305,5,670309,1
getting-started,734536,44,904607,-1
gettype,686431,17,672430,0
getvirtualpath,903397,1,903397,1
gfortran,756698,1,756698,1
gfs,879101,1,879110,0
ghc,803130,9,706211,0
ghci,807391,3,811302,1
ghost,588035,2,588035,2
ghostscript,653405,1,591466,0
gibberish,895679,1,895679,1
gif,673674,10,780568,-1
gimp,641123,2,701383,0
gimpel,728136,3,732532,0
gina,720615,9,720642,1
gis,677090,9,763187,-1
gist,766512,4,766506,1
git,566113,31,808953,-3
git+ssh,923168,6,923241,0
git-core,766049,2,775322,1
git-cvs,586225,13,584652,0
git-merge,783916,2,787026,0
git-pull,783916,2,787026,0
git-push,783916,2,787026,0
git-rebase,846048,2,845820,0
git-stash,835518,3,813827,2
git-svn,573619,7,572948,0
github,604504,10,632562,-1
gitignore,625958,8,915870,0
gitk,896956,1,896956,1
gitosis,825119,2,580493,1
gitweb,923168,6,923241,0
gitûel,933550,3,933550,3
gl,941230,1,941083,0
glade,671752,4,900812,0
gladegen,960057,2,960245,1
glasses,718466,1,718466,1
glassfish,662370,9,637983,-1
glazedlists,700309,0,700309,0
gldrawpixels,896159,0,896159,0
glfw,801964,4,902709,0
glib,700502,4,760809,0
glibc,575921,4,576759,0
glitch,730119,8,730120,2
glob,670475,10,831569,-2
global,616703,7,796777,-1
global-state,609360,5,609365,0
global-variable,892583,5,892606,1
global-variables,929783,15,643894,-1
globalisation,882560,3,882548,0
globalization,719426,12,888873,-1
globalûasax,666190,7,909006,-1
globbing,685390,2,685390,2
globstar,793910,1,793910,1
glossary,811380,11,811392,0
glsl,718856,3,658639,0
glteximage2d,766176,4,933616,0
gluortho2d,734329,1,734949,0
glut,648629,11,623146,0
glutbitmapcharacter,734329,1,734949,0
glutcreatewindow,766717,3,790192,0
glyphvector,844944,3,844944,3
gmail,732727,14,588335,-2
gmake,871965,-2,871965,-2
gmaps,795288,3,795298,0
gmf,692242,3,848354,0
gmp,822742,3,609315,0
gmt,847534,7,847533,1
gnome,768715,22,578778,0
gnome-do,946665,1,946665,1
gnu,632603,19,676005,-1
gnu-flex,704306,3,574646,0
gnu-r,862039,3,855992,1
gnu-screen,899823,3,899621,0
gnumake,719087,21,668339,0
gnupg,828831,2,828886,0
gnuplot,911765,4,701533,0
gnus,946216,4,945575,0
gnustep,587446,1,587478,0
gnuwin32,870939,0,870939,0
go,739740,2,739766,1
goahead,856061,7,856144,2
goals,642829,1,642829,1
god,768385,8,787035,1
godaddy,784702,2,604829,0
gof,889468,2,889468,2
gogrid,830670,1,830608,0
gold-parser,599451,3,599428,2
golf,904874,110,922977,-7
good-habit,795910,7,578223,0
good-practices,848534,5,848529,0
google,754320,26,784532,-4
google-ajax-libraries,840576,3,900158,1
google-analytics,686655,15,584848,0
google-api,884896,3,884502,-3
google-app-engine,827621,15,762946,-7
google-appliance,585657,0,585657,0
google-application-engine,723540,1,723540,1
google-apps,884414,0,884414,0
google-base,809370,5,942047,0
google-calendar,852112,4,884502,-3
google-calendar-api,922860,1,922860,1
google-charts,862286,2,786802,0
google-checkout,886251,6,806255,0
google-chrome,623092,95,598357,-1
google-code,694663,13,642547,0
google-collections,826310,8,750975,0
google-cse,689279,1,689279,1
google-data,882593,0,882593,0
google-data-source,628634,4,628634,4
google-datastore,903141,2,838960,0
google-desktop-search,836217,0,836217,0
google-development,723999,1,740081,0
google-docs,922189,3,592124,0
google-earth,675700,1,900687,0
google-earth-plugin,811131,0,811131,0
google-eclipse-plugin,902940,2,902940,2
google-friend-connect,901737,6,901748,1
google-gadget,600160,2,943637,0
google-gears,732447,4,599476,0
google-guice,765707,3,765809,0
google-latitude,588453,3,837427,1
google-mail,704403,1,704403,1
google-maps,816695,10,876313,-2
google-maps-api,651413,3,626055,0
google-mini,585657,0,585657,0
google-picasa,613641,10,882593,0
google-protocol-buffers,766072,0,766072,0
google-reader,638354,2,635801,0
google-search,568296,3,568296,3
google-search-api,784951,5,784017,0
google-sketchup,945474,1,945500,0
google-spreadsheet,958429,3,703380,0
google-suggest,784951,5,784017,0
google-translate,839174,4,920779,0
google-visualization,765073,0,765073,0
google-wave,932422,12,943125,0
google-web-toolkit,744667,4,746456,-2
google-website-optimizer,638560,1,638560,1
googlebot,637502,7,960930,-4
googlecheckout,574016,1,591604,0
googleearth,656586,4,656586,4
googlemap,939053,0,939053,0
googlemaps,903903,1,887550,0
googletest,715544,2,717450,0
gorm,656872,7,612103,-1
got,592557,1,592557,1
gotchas,822780,9,890759,-2
gotdotnet,916234,1,916234,1
goto,778562,11,944557,-2
government,841839,1,859874,0
gpg,908466,2,579815,0
gpgpu,718856,3,635495,0
gpl,632603,19,676005,-1
gppg,950078,3,951760,0
gprof,703576,9,707321,1
gprolog,844058,4,844058,4
gprs,601717,1,634671,0
gps,570048,7,846332,-1
gpsd,954101,3,954729,0
gpu,772787,2,958208,0
gpu-programming,958208,0,958208,0
gpx,570048,7,672525,1
gql,902547,8,739258,0
gqlquery,609769,3,739258,0
graceful,602607,2,602570,1
graceful-degradation,569651,1,882907,-5
grades,819341,6,819347,0
gradient,576866,3,740345,0
graduate,741585,2,649042,0
graduate-school,808585,3,936791,-1
graffiticms,762666,0,762666,0
grails,765682,21,593191,-1
grails-plugin,772826,1,752950,0
grammar,866850,12,603694,-1
granados,652308,0,652262,-1
grant,781650,3,781653,0
graph,896584,7,636171,-2
graph-drawing,801346,3,686986,1
graph-layout,589915,2,589927,0
graph-theory,570347,19,704959,-6
graphic,791362,3,661142,-2
graphic-design,889713,5,889700,-3
graphical,895343,3,895343,3
graphical-programming,659179,8,659207,0
graphics,600387,17,600488,-5
graphics-programming,628827,11,640886,-1
graphics32,763932,3,763932,3
graphicsenvironment,952081,3,952197,0
graphing,842500,9,595151,0
graphml,718275,1,718275,1
graphs,567327,16,704959,-6
graphviz,955523,10,814652,0
grasping-at-straws,639742,1,639742,1
gravatar,571811,6,693461,0
gravity,758777,16,748956,0
gray,853163,4,853164,0
grayscale,835773,4,835778,0
gre,654277,1,649042,0
greasemonkey,714083,12,899302,-1
great-circle,574736,6,574762,1
great-plains,899410,1,899410,1
greedy,635764,10,941807,-1
greenthreads,683043,1,684310,0
gregorian-calendar,691355,1,691355,1
grep,782646,14,612677,-3
greyscale,646130,4,646200,0
grid,587153,5,690425,-2
grid-computing,933640,1,933637,0
grid-system,721077,3,721064,2
gridex,776041,0,776041,0
grids,577395,1,577448,0
gridsplitter,960161,0,960161,0
gridview,587239,8,695736,-6
gridview-editing,833555,1,833538,-1
gridview-sorting,622574,1,719469,0
gridviewcolumn,659768,2,659768,2
gridviewrow,647192,0,647192,0
griffon,748513,0,748513,0
grizzly,603601,4,603601,4
grok,614082,13,614051,1
groove,948938,0,948938,0
groovy,656999,25,612103,-1
groovy-console,737273,2,823861,0
groovyconsole,823861,0,823861,0
group,648287,7,624421,0
group-by,722719,9,593001,0
group-concat,614587,3,624421,0
group-dynamics,570326,13,570233,0
group-summaries,569248,0,569248,0
groupbox,941500,3,590716,-1
groupby,755157,8,569449,0
grouped-table,762587,2,762550,0
grouping,592536,5,583706,-2
groupitem,747174,0,747174,0
grouppolicy,792251,0,792251,0
groups,886195,6,802792,0
grouptemplate,675721,1,679221,0
growl,793315,0,793315,0
growth,906469,4,911732,0
grub,917480,0,917480,0
gsm,665561,2,604760,0
gsoap,722546,0,722546,0
gsp,577746,4,635602,-1
gst,887061,2,568484,0
gstreamer,569703,2,569676,0
gstring,771371,5,671563,0
gtalk,592852,0,592852,0
gtd,718727,7,718873,0
gtk,801914,10,569588,-5
gtk#,614515,3,849223,-3
gtk+,832663,1,929000,0
gtk2,669033,2,669033,2
gtkbuilder,749518,2,749518,2
gtkd,931386,4,903038,1
gtkdialog,899662,0,899662,0
gtkmm,649087,7,760809,0
gtksharp,751927,2,751935,0
gtktreeview,849360,2,849223,-3
